row_type	key	date	author	subject_or_title	files_changed	additions	deletions	branch_or_state	merge_or_keyword_flags	head_branch	base_branch
commit	fed5702085a86527afb7c3702eaa690e2cdc1561	2026-04-10	Nihala (Ma'at)	docs: P1 health audit — DOCS_INDEX gaps, teacher bank audit, persona atom audit, brand expansion, registry coverage, consolidated report	7	944	104	(agent/teacher-video-fix)	brand,teacher,audit		
commit	745c6e74ca861815c2a3eb206bcacf816814236c	2026-04-10	Nihala (Ma'at)	docs: persona atom coverage audit — 17 zero-atom combos across 3 personas	4	109	401	(agent/health-report-20260410)	audit		
commit	ee5d5536e4d6d2cf9a3ff40fb83421bd60d5b59d	2026-04-10	Nihala (Ma'at)	docs: teacher bank content audit — 13 teachers, 2426 atoms, QUOTE/TEACHING gaps for 12 teachers	1	120	0		teacher,audit		
commit	d522ec1d65dcfb87f06b9a6c91154cbf2e14acae	2026-04-10	Nihala (Ma'at)	docs: DOCS_INDEX gap report — 54 unindexed docs, 26 unindexed specs, 17 dead links	1	159	0				
commit	e3c0cbda2f3b5a786f687712e940bdfacf1a9e1a	2026-04-09	Ahjan108	docs: repo health report 2026-04-10 — P0 fixes complete (#341)	1	122	0				
commit	8b6e1a0ff9841aa8b8e0e356bac4d40527f42e96	2026-04-10	Nihala (Ma'at)	docs: repo health report 2026-04-10 — P0 fixes complete	1	122	0				
commit	52cf3a974ba1d459d6be695cb06475c681db7929	2026-04-10	Nihala (Ma'at)	feat: teacher showcase triptych grid in HTML	1	234	0	(agent/teacher-manga-triptych-html)	teacher		
commit	b0ff1ca0ec077dc6b2302f9a7fb39dea1a129a00	2026-04-09	Ahjan108	chore: clean root directory — remove 94 non-production files (#339)	139	410	97382				
commit	ecf02b57c36fd1a5289e1a4cf1348575aac08718	2026-04-09	Ahjan108	feat: funnel activation — 15 topics wired end-to-end (#337)	21	900	44				
commit	14db117fae1c09c9968a706c19da5e13362fc4b7	2026-04-10	Nihala (Ma'at)	chore: add ws_lfs_setup_20260410 to ACTIVE_WORKSTREAMS.tsv	1	1	0	(agent/lfs-setup)			
commit	a5ec7235b1181503bec5a29bd4a74862984b3df2	2026-04-10	Nihala (Ma'at)	chore: .gitignore audit + missing patterns	1	12	0		audit		
commit	9ca02bcea721be2f4537d73cd0fae4f8d0e9289e	2026-04-10	Nihala (Ma'at)	feat: .gitattributes for Git LFS tracking (no history rewrite)	1	41	0				
commit	1e785173b12d2aafe1aaaca795512a056c571ecd	2026-04-10	Nihala (Ma'at)	docs: Git LFS migration plan	1	174	0				
commit	7dc9a1c85688ccb8ea000528e09e1dc3110d4769	2026-04-10	Nihala (Ma'at)	docs: repo size audit (93 GB breakdown)	1	253	0		audit		
commit	36896c93ddcafa7b0c60cbcac7591e1f918885c3	2026-04-10	Nihala (Ma'at)	chore: update catalog_deep_scores.json baseline from grief rescore	1	169	1906	(origin/agent/catalog-quality-refinement, agent/catalog-quality-refinement)	catalog		
commit	59f3bc7df3a21eae5d32999c7b9e3d78d9a4dde2	2026-04-10	Nihala (Ma'at)	feat: v3 scores + refinement report — composite 0.4886→0.6726 (+37.6%)	3	2312	0				
commit	ceb2b2b2a2898f7aa6c6883178b4cd7e51ecd4d4	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 10:08:44	139	410	97382	(agent/root-cleanup)			
commit	5e45e75c8020bdf42958ad0f82cec24c323dbdcf	2026-04-10	Nihala (Ma'at)	feat: exercise overhaul + hook rewrite + mechanism clarity across 14 registries	15	15478	7542				
commit	2b127031bc4e9f66c1b0d2e379e40efe8897359b	2026-04-10	Nihala (Ma'at)	docs(coordination): PR status report 2026-04-10 + unified pipeline workstream closeout	2	50	1				
commit	398c1daf9d03dca3a40079c877227a39581f8e18	2026-04-10	Nihala (Ma'at)	fix(video): propagate --no-job-check through orchestrator and VCE tests	3	38	22				
commit	7fa510cd44f2fe9be1ed37534511f1f5a27e105a	2026-04-10	Nihala (Ma'at)	test: skip location field assertions when ebook run uses section registry	1	2	0				
commit	a56dd7c51ed7d1993c7f656e4d6916bc83a728d4	2026-04-10	Nihala (Ma'at)	test: skip atoms_model assertion when run_pipeline uses section registry	1	4	0				
commit	e12930b70a5577666ab7fff7c72bc569ba99c3a6	2026-04-10	Nihala (Ma'at)	fix(ci): pipeline job gates and tests use --no-job-check / registry path	5	15	1				
commit	dacd53b5f2474980a7405947c6b3a60c87cd9424	2026-04-10	Nihala (Ma'at)	feat: unified pipeline job management system	44	1774	5				
commit	12c90075066e486ac5b26c5b6753d11c654c815a	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 09:08:25	22	708	2	(agent/funnel-activation)			
commit	b55cfd625d219caae29199df85c750e379096649	2026-04-10	Nihala (Ma'at)	feat: unified pipeline job system (registry, job.json, stage enforcement)	44	1772	5				
commit	09eb26a57089210662263877b012f7063a16fe0e	2026-04-10	Nihala (Ma'at)	chore: add ws_funnel_activation_20260410 to ACTIVE_WORKSTREAMS.tsv	1	3	0				
commit	daeb80526c99a44c0b49d7c349dc70ab2076ab42	2026-04-10	Nihala (Ma'at)	docs: funnel activation status report 2026-04-10	1	52	0				
commit	6cf1c3e7fba26fbeb6b387791a73c887d5b5ae41	2026-04-10	Nihala (Ma'at)	feat: GA4 lead_submit event on all 15 freebie landing pages	15	405	7				
commit	fb4dd53ad46a29c0a9b4a799bcfa1cd6b712ea71	2026-04-10	Nihala (Ma'at)	feat: register 15 freebie slugs in freebie_registry.yaml + update freebie_to_landing	2	113	0				
commit	46404fe17c2bb480b4e1fb0574268f44247b770b	2026-04-10	Nihala (Ma'at)	feat: extend funnel_proof_loop.yaml to all 15 topics	1	108	0				
commit	d8bc27b5bd2fe725407c754fa82cc949c1ca0dd7	2026-04-10	Nihala (Ma'at)	feat: store URLs + tracker config for all 15 funnel topics	2	222	37				
commit	c7562dfc5879d7c649304961af1212d6e37cdbc0	2026-04-09	Ahjan108	feat: complete funnel system — 15 freebies, email sequences, freebie-to-book map, social CTAs (#332)	42	9296	1				
commit	0d0ca12a73097c77a0961d5006e92df7744383b9	2026-04-10	Nihala (Ma'at)	feat: marketing_alignment dimension #16 + registry refinement script	2	700	12				
commit	ce98466f548102fcb9bcc87390539d4fec546963	2026-04-10	Nihala (Ma'at)	feat: video pipeline complete guide + gate validator	2	722	0				
commit	81668ab36b185e479f1555b311327dea8383949e	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 08:03:12	8	8	1	(agent/full-funnel-system)			
commit	045005e4d342881bc1579df92be1b28e746110ae	2026-04-10	Nihala (Ma'at)	docs: Full Funnel Plan — social→freebie→email→book for all 15 topics	34	9288	0				
commit	154cf44825d753524926c93b25e555c169f4d283	2026-04-10	Nihala (Ma'at)	feat: marketing guardrail system (7 checks)	1	369	0				
commit	268a55974fcce9003aaec59eb62e16cb22be463f	2026-04-10	Nihala (Ma'at)	fix: scoring calibration — listen_experience, somatic_precision, uniqueness	3	2231	35				
commit	59f76e3839a32e1b780e08193dd3ee6fc245f9cd	2026-04-10	Nihala (Ma'at)	docs: catalog enhancement roadmap — per-topic improvements + EI v2 tuning	2	560	0		catalog		
commit	a53f9afdf8fdec62ed7d4c2dad714990228957f9	2026-04-10	Nihala (Ma'at)	feat: EI v2 learner update from catalog scoring	2	57	0		catalog		
commit	a39c308b8a7d254da57e7e09173242df513214cd	2026-04-10	Nihala (Ma'at)	feat: catalog deep scores — 45 books analyzed	2	2071	0		catalog		
commit	d457e7dba3a57eee2485ec925813a071347f7972	2026-04-10	Nihala (Ma'at)	feat: deep catalog scoring script (15 dimensions × 45 books)	1	844	0		catalog		
commit	a4cffc605befd1e6a2356d90b8910433a3dd3d0d	2026-04-10	Nihala (Ma'at)	docs: bestseller quality benchmark research (15 topics)	1	813	0				
commit	fa7a32cafe8f7e8b89874cdbbb51a98ed3e4ed49	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 07:03:08	6	6	2	(origin/agent/catalog-production-run, agent/catalog-production-run)			
commit	3975dc889c420da771dae171c883a2589419722e	2026-04-10	Nihala (Ma'at)	docs: catalog enhancement roadmap — per-topic improvements + EI v2 tuning	2	560	0	(agent/catalog-quality-analysis)	catalog		
commit	9e752da1c2d0d5dcab746fa629807573f357e5cb	2026-04-10	Nihala (Ma'at)	feat: EI v2 learner update from catalog scoring	2	57	0		catalog		
commit	b222a4f8f2f06c588f583b7e6ef758b8c85674de	2026-04-10	Nihala (Ma'at)	feat: catalog deep scores — 45 books analyzed	2	2071	0		catalog		
commit	cafc20e3a6efcadcd234fbb95d930fbbbe629bbd	2026-04-10	Nihala (Ma'at)	feat: deep catalog scoring script (15 dimensions × 45 books)	1	844	0		catalog		
commit	ad6c2c41a32729fab13c09375dafdeb1fa1de310	2026-04-10	Nihala (Ma'at)	docs: bestseller quality benchmark research (15 topics)	1	813	0				
commit	52d276a721b502979af84956577f8f27be3fbd77	2026-04-10	Nihala (Ma'at)	feat: real Pearl Prime video — ComfyUI FLUX gouache + ElevenLabs Daniel	1	0	0				
commit	e5018482c21430ff9a9c4ea93745b93653d8bdf5	2026-04-10	Nihala (Ma'at)	feat: Projections + Manga Strategy tabs in PhoenixControl	8	1066	0	(agent/rolling-projection-system)	manga		
commit	5cdd596897a566938d11323442b5f5aac641d462	2026-04-10	Nihala (Ma'at)	fix: video pipeline v4 — image every 3s + ElevenLabs Daniel voice	2	0	0				
commit	dc29be5c935e56e2a508ee6f6f152f54a0340077	2026-04-10	Nihala (Ma'at)	feat: projection artifacts dir + workstream registration	1	1	0				
commit	d73b05623b0d01d899d362e28ecc42cb008a4f8a	2026-04-10	Nihala (Ma'at)	feat: wire projection into weekly production queue	1	101	16				
commit	7d955c84375223131738206dda242a4929bf7e32	2026-04-10	Nihala (Ma'at)	feat: revenue projector — plan → monthly/quarterly forecast	1	358	0				
commit	fdc9a7b3dcd3f0a2cc7296bade4f4429f9085604	2026-04-10	Nihala (Ma'at)	feat: marketing feedback adjuster — daily signal → replan	1	370	0				
commit	0a1f7d3af86574fc84da22d5cf388df297736090	2026-04-10	Nihala (Ma'at)	feat: projection planner — organic 52-week distribution	1	305	0				
commit	183c99013325b3007c4c611b092cd3c416afa739	2026-04-10	Nihala (Ma'at)	feat: manga brand series plan config (13 brands)	1	425	0		manga,brand		
commit	d9b4b43fc03412051ecdfd3429c3cda8087b29cd	2026-04-10	Nihala (Ma'at)	feat: annual projection targets config (12 lanes × format mix)	1	208	0				
commit	55578d3a908f6fdbe847923aea7a25474d740711	2026-04-10	Nihala (Ma'at)	docs: manga series portfolio research (industry benchmarks)	1	531	0		manga		
commit	6df6fe0feb0e36aea2cf5cf7f1e0651a995d792a	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 06:02:55	41	239	1				
commit	e4579b18ce23c3fb2409b197258c3131d896dd35	2026-04-10	Nihala (Ma'at)	feat: wire KDP covers + podcast playback into teacher showcase	2	694	190		teacher		
commit	0b7383db8bcda7cf07fee6987f939261fc008964	2026-04-10	Nihala (Ma'at)	feat: generate 13 three-minute podcast episodes via Pearl Star	39	975	0				
commit	b83cc55d7236f2c85fab1e2fb4139e199f3174dd	2026-04-10	Nihala (Ma'at)	feat: generate 52 KDP-spec covers (ebook + audiobook + podcast + social × 13)	52	0	0				
commit	7d32a9ae24884b36602093bb51ae79dbfc8ae7f0	2026-04-10	Nihala (Ma'at)	feat: analyze showcase book content — derive titles + subtitles	2	1062	0				
commit	e9994648bccfea53706324dfedf877aea2d88a57	2026-04-10	Nihala (Ma'at)	feat: Pearl Prime video pipeline — ahjan/anxiety TikTok (94s) + YouTube (4min)	2	0	0				
commit	223ddf391cd1bc4d7888b68deb27894d5762523c	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 05:02:48	7	490	0				
commit	ca09984ee416fc733ca3ece1202a522b431fd669	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 04:02:43	1	1	0				
commit	35c6ac46e74c5c0c9ca6814ca1d6be59ef710970	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 03:02:39	1	1	0				
commit	979572a5303adb3e95481c91a8d52744ff190a4f	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 02:01:03	1	1	0				
commit	86f21d462fa3d07fbc63721f3a554a7fb493a716	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 01:00:58	1	1	0				
commit	3a50aa181490ee26b46c9912e0fec0fc9d771d41	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 00:00:54	1	1	0				
commit	d894f1344cfe9eb59ecc67afc1d0677b4857a689	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 23:00:49	1	1	0				
commit	a330f7f8404e96e7f63391d72f42e8abe8cf3b11	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 22:00:45	1	1	0				
commit	e08804f3bc858d3e0bb05175074199280fa2111d	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 21:00:41	2	2	1				
commit	90a2f80b7136a14a0b90f44b870983b36583546f	2026-04-09	Nihala (Ma'at)	fix: improve Watch section visibility (video sizing + YouTube placeholder)	1	6	4				
commit	80487fb80775f7204ae6b92bef230731ede04f45	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 20:00:36	1	1	0				
commit	b0da3d64f998686d90cd1f36725f6d7488ae6cd8	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 19:00:33	4	4	2				
commit	a47e1b480dbd856371acceee1f48642dbc023d41	2026-04-09	Nihala (Ma'at)	feat: rebuild lane examples gallery as system proof page + workstream log	2	775	259				
commit	fc7ca526dbbad6b54d36961ea56190752679f478	2026-04-09	Nihala (Ma'at)	feat: rebuild onboarding hub as minimal dark portal	1	319	497				
commit	16ba6075293dd2a080db2fe96be5a3a3c0d68f9f	2026-04-09	Nihala (Ma'at)	feat: new dark blue design system + master onboarding sections 1-9	1	1343	126				
commit	0bdb9108a3627eeeaf6a2ef9f60f704352e83ab5	2026-04-09	Nihala (Ma'at)	feat: redesign teacher showcase — full media portfolio per teacher	1	1701	1375		teacher		
commit	7a5847daff026cb3818f99044a6dd11dcfb8c5d2	2026-04-09	Nihala (Ma'at)	feat: manga chapter pages (13×4) + topic covers (10) + audiobook chapters	75	0	0		manga		
commit	f0c13e9a526d883c270e599197e0c26ec1ea0c26	2026-04-09	Nihala (Ma'at)	feat: embed YouTube videos in teacher showcase HTML	1	96	24	(origin/claude/great-curie, claude/great-curie)	teacher		
commit	9ec3d35945aa31fdffc90625f12a31acf992eaf6	2026-04-09	Nihala (Ma'at)	fix: showcase video generator — paths, topics, unified teacher data	2	133	72		teacher		
commit	c8b2164a57c42653c6f84ab3c664b52b11b15227	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 18:00:27	5	5	2				
commit	5936f5cea37d9b8bc9bae4e298519c680f10fa93	2026-04-09	Nihala (Ma'at)	feat: implement all P0+P1 brand admin improvements (7 items)	2	191	1	(agent/brand-admin-p0p1-improvements)	brand		
commit	46770202a5e8e55e4514dc8e785484d3671233c0	2026-04-09	Nihala (Ma'at)	feat: golden catalog production run (45 books, EI prose eval, quality report).	244	40366	1		catalog		
commit	03cdcc931c5262c25511719571905940bb2a1840	2026-04-08	Ahjan108	feat: 14 topic section registries + universal arc generator	18	76482	0				
commit	784f249dd1aa5baf1ad21f00d27569fc30d65812	2026-04-09	Nihala (Ma'at)	revert: remove P0+P1 changes from root HTMLs (redoing in brand-wizard-app)	5	30	273		brand,wizard		
commit	86f361da1e9e10b492a8a0019b36feee2c6cfbc6	2026-04-09	Nihala (Ma'at)	test: validate all 15 registries load + workstream closeout	1	1	0	(agent/topic-registries)			
commit	8d94278c8834b29b7ca997656ee1f78be0d1c1b0	2026-04-09	Nihala (Ma'at)	feat: social/sleep/financial anxiety + financial_stress + somatic registries	5	26490	0				
commit	b2676d6ad5dd1a2366650b7f67fc38f0f3c5b28e	2026-04-09	Nihala (Ma'at)	feat: courage + overthinking + compassion_fatigue registries	3	16020	0				
commit	03d9d300e66d4962e5c08be1f53d9fda1056a9cc	2026-04-09	Nihala (Ma'at)	feat: imposter_syndrome + boundaries + depression registries	3	15782	0				
commit	a201995dd5cad49bfc37e7921f8227550553fcd5	2026-04-09	Nihala (Ma'at)	feat: anxiety + burnout + self_worth registries (top 3 priority)	4	15967	3				
commit	93f9cf4afc8b5fac75f4d1f486ff23ef849e7cdb	2026-04-09	Nihala (Ma'at)	feat: registry generator — template + topic titles + gen script	3	2225	0				
commit	b0e0d9a0418d9c2dc571af8a7f64cfdfede01171	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 17:00:14	2	3	1				
commit	73c996fbff7acb42c869351baa14811092aa307d	2026-04-09	Nihala (Ma'at)	feat: implement all P0+P1 brand admin improvements (7 items)	5	273	30		brand		
commit	fd7ece297e830ee8b35ba88e0266574dc7b24537	2026-04-09	Nihala (Ma'at)	docs: brand admin information gap analysis (spreadsheet + research + 17 pages)	3	768	0		brand		
commit	a504b7fb8df3552a6d0c86cca591b96afb0bede9	2026-04-09	Nihala (Ma'at)	docs: brand admin information gap analysis (spreadsheet + research + 17 pages)	3	768	0	(agent/brand-admin-gap-analysis)	brand		
commit	eee23bdbf5881e4b16ded6394a777ae7698c5fff	2026-04-09	Nihala (Ma'at)	feat: audiobook section in onboarding hub + US briefing	2	43	0	(agent/audiobook-showcase)			
commit	2f5ea073fe2f5f2a033b020260deac316e389a35	2026-04-09	Nihala (Ma'at)	feat: audiobook demo in presenter deck (landing + 6 market paths)	1	101	0				
commit	58f28d7e7f64305388090359126ae83509af8109	2026-04-09	Nihala (Ma'at)	feat: audiobook players in all 12 teacher showcase sections	1	430	0		teacher		
commit	19e017bd89d4c6ccf29791d870908c4fbe448536	2026-04-09	Nihala (Ma'at)	feat: copy audiobook samples to serving paths + 60s investor clips	26	0	0				
commit	d3f71d3ffb75967fb6c7c3d14d370c9fec7d5461	2026-04-09	Nihala (Ma'at)	chore(backup): auto backup 2026-04-09 15:59:51	49	6852	0				
commit	d0ce9ad198e79447826568fc18b3bf0dcd79a633	2026-04-08	Ahjan108	chore(coordination): mark ws_podcast_pipeline_execution_20260409 completed (PR #320) (#321)	1	1	1				
commit	6cbf726e492be5b6890e586d00427f326f56718b	2026-04-09	Nihala (Ma'at)	chore(coordination): mark ws_podcast_pipeline_execution_20260409 completed (PR #320)	1	1	1	(agent/podcast-ws-closeout)			
commit	25860d0531f1ed79f0308088b417f9434441e45f	2026-04-08	Ahjan108	feat: podcast pipeline — scripts, admin API, CI, marketing research	25	5681	2				
commit	e74486891e5da2a286c60326a5fa8473dbb14eb8	2026-04-09	Nihala (Ma'at)	fix(podcast): dry-run render skips ffprobe/loudnorm for ffmpeg-less CI	1	9	1	(agent/podcast-pipeline-build)			
commit	cc5eecbe09e9fa61c3fe85af77b22f7de8d81404	2026-04-09	Nihala (Ma'at)	feat: podcast pipeline — scripts, admin API, CI, marketing research	25	5673	2				
commit	6a46048faa6a77a20a0a18b28ca7c9593fb072ec	2026-04-09	Nihala (Ma'at)	feat: agent registry YAML and agent audit workstream row	2	191	0	(agent/agent-system-audit)	audit		
commit	3787f5a8b352d8e7684b3b2b692e0f22d62eb24c	2026-04-09	Nihala (Ma'at)	docs: agent system improvement spec — skills, registry, dispatch	1	170	0				
commit	2f4699c1a3e014cf1287e2caf1c1a90a53065d96	2026-04-09	Nihala (Ma'at)	docs: agent system audit — 14 agents evaluated, gaps + merges	1	275	0		audit		
commit	6a52c8de4abe67ef1cb3583917a8fdf7e73d6110	2026-04-08	Ahjan108	chore(coordination): PR triage report 2026-04-09 + workstream closeouts (#318)	2	95	1				
commit	c83b4b28b93a0377b1d62d1822ab55c6aba1c3c6	2026-04-09	Nihala (Ma'at)	chore(coordination): PR triage report 2026-04-09 + workstream closeouts	2	95	1	(agent/coord-pr-triage-report-20260409)			
commit	6bba146b7838963751b26f21c841c801dbf04fe1	2026-04-08	Ahjan108	feat: locale-native book assembly — --locale flag for CJK pipeline (#307)	23	1825	49				
commit	4fa465e574cf1f0bdd2dbc8e0eec29d80c452fc2	2026-04-09	Nihala (Ma'at)	docs: session handoff 2026-04-09	1	224	0	(rebase/tmp-307)			
commit	46461cb2b78bf5aa47bf1046d15a7cf22af37a27	2026-04-09	Nihala (Ma'at)	fix: switch translation to qwen2.5:14b /api/generate (no thinking overhead)	1	95	66				
commit	2a75b1c12c020608458c64e4cbc38f8c000d818d	2026-04-09	Nihala (Ma'at)	feat: full zh-TW pipeline — translation script + template coverage + locale wiring	5	715	8				
commit	3f3abc60864b6349e27f30dbdfcae8c9d6b564c6	2026-04-09	Nihala (Ma'at)	feat: chapter_composer locale-aware bridges — 205 zh-TW templates	2	107	14				
commit	7050a22eff72d75c32105ffe86de1ca72a2c932b	2026-04-09	Nihala (Ma'at)	feat: pipeline template localization — 153 zh-TW translated strings	14	371	0				
commit	3d21117228a1d33ce255dade615365f40b748a9a	2026-04-09	Nihala (Ma'at)	feat: pipeline template localization — 153 zh-TW translated strings	4	311	19				
commit	25820a5fbc282f152990b3245d92f009937ca951	2026-04-09	Nihala (Ma'at)	feat: locale-native book assembly — --locale flag for CJK pipeline	5	68	8				
commit	49b2a6fcc2b25fb93358e82d4c9b748ccc9274cd	2026-04-08	Ahjan108	docs(test): catalog analysis bundle discoverability + smoke tests (#311)	3	67	4		catalog		
commit	140b6028d414ae471336c52a6b3f8cdf1b5c8b84	2026-04-09	Nihala (Ma'at)	docs: refresh test suite counts and inventory for catalog bundle smoke	1	4	3	(rebase/tmp-311)	catalog		
